head	relation	tail
S0137	USES	T1082
S0137	USES	T1071
S0137	USES	T1132
S0137	USES	T1085
S0137	USES	T1060
S0137	USES	T1027
S0137	USES	T1009
S0137	USES	T1024
S0050	USES	T1114
S0050	USES	T1003
S0050	USES	T1005
S0050	USES	T1071
S0050	USES	T1083
S0050	USES	T1053
S0050	USES	T1056
S0050	USES	T1050
S0050	USES	T1113
S0050	USES	T1068
S0050	USES	T1025
S0050	USES	T1048
S0050	USES	T1039
S0050	USES	T1024
S0050	USES	T1020
S0050	USES	T1115
S0204	USES	T1105
S0204	USES	T1043
S0204	USES	T1085
S0204	USES	T1060
S0204	USES	T1050
S0284	USES	T1105
S0284	USES	T1016
S0284	USES	T1082
S0284	USES	T1071
S0284	USES	T1033
S0284	USES	T1107
S0284	USES	T1063
S0084	USES	T1087
S0084	USES	T1059
S0084	USES	T1036
S0084	USES	T1016
S0084	USES	T1082
S0084	USES	T1071
S0084	USES	T1132
S0084	USES	T1043
S0084	USES	T1033
S0084	USES	T1095
S0084	USES	T1136
S0084	USES	T1094
S0084	USES	T1008
S0028	USES	T1091
S0028	USES	T1060
S0028	USES	T1023
S0122	USES	T1075
S0255	USES	T1105
S0255	USES	T1085
S0255	USES	T1140
S0255	USES	T1083
S0255	USES	T1094
S0198	USES	T1082
S0198	USES	T1060
S0198	USES	T1056
S0198	USES	T1113
S0198	USES	T1116
S0152	USES	T1043
S0152	USES	T1060
S0152	USES	T1056
S0152	USES	T1113
S0152	USES	T1125
S0152	USES	T1123
S0184	USES	T1105
S0184	USES	T1057
S0184	USES	T1087
S0184	USES	T1059
S0184	USES	T1016
S0184	USES	T1049
S0184	USES	T1082
S0184	USES	T1071
S0184	USES	T1132
S0184	USES	T1033
S0184	USES	T1086
S0184	USES	T1083
S0184	USES	T1053
S0184	USES	T1047
S0184	USES	T1069
S0184	USES	T1113
S0184	USES	T1012
S0184	USES	T1063
S0192	USES	T1076
S0192	USES	T1105
S0192	USES	T1057
S0192	USES	T1135
S0192	USES	T1087
S0192	USES	T1114
S0192	USES	T1003
S0192	USES	T1064
S0192	USES	T1002
S0192	USES	T1016
S0192	USES	T1049
S0192	USES	T1082
S0192	USES	T1071
S0192	USES	T1060
S0192	USES	T1033
S0192	USES	T1086
S0192	USES	T1083
S0192	USES	T1070
S0192	USES	T1088
S0192	USES	T1136
S0192	USES	T1056
S0192	USES	T1041
S0192	USES	T1113
S0192	USES	T1134
S0192	USES	T1055
S0192	USES	T1046
S0192	USES	T1032
S0192	USES	T1035
S0192	USES	T1125
S0192	USES	T1497
S0192	USES	T1123
S0192	USES	T1171
S0192	USES	T1079
S0192	USES	T1501
S0008	USES	T1003
S0109	USES	T1105
S0109	USES	T1059
S0109	USES	T1038
S0141	USES	T1036
S0141	USES	T1085
S0141	USES	T1050
S0121	USES	T1003
S0020	USES	T1105
S0020	USES	T1059
S0020	USES	T1005
S0020	USES	T1064
S0020	USES	T1071
S0020	USES	T1083
S0020	USES	T1045
S0020	USES	T1110
S0020	USES	T1099
S0020	USES	T1100
S0020	USES	T1046
S0075	USES	T1112
S0075	USES	T1012
S0075	USES	T1214
S0065	USES	T1057
S0065	USES	T1059
S0065	USES	T1082
S0065	USES	T1071
S0065	USES	T1083
S0065	USES	T1024
S0212	USES	T1002
S0212	USES	T1071
S0212	USES	T1083
S0212	USES	T1022
S0251	USES	T1105
S0251	USES	T1037
S0251	USES	T1119
S0251	USES	T1057
S0251	USES	T1135
S0251	USES	T1082
S0251	USES	T1071
S0251	USES	T1060
S0251	USES	T1033
S0251	USES	T1140
S0251	USES	T1083
S0251	USES	T1107
S0251	USES	T1047
S0251	USES	T1045
S0251	USES	T1074
S0251	USES	T1065
S0251	USES	T1113
S0251	USES	T1120
S0251	USES	T1022
S0251	USES	T1124
S0251	USES	T1032
S0251	USES	T1179
S0251	USES	T1094
S0247	USES	T1105
S0247	USES	T1057
S0247	USES	T1059
S0247	USES	T1064
S0247	USES	T1082
S0247	USES	T1071
S0247	USES	T1060
S0247	USES	T1056
S0247	USES	T1074
S0247	USES	T1055
S0064	USES	T1057
S0064	USES	T1071
S0064	USES	T1043
S0064	USES	T1083
S0376	USES	T1105
S0376	USES	T1075
S0376	USES	T1003
S0376	USES	T1059
S0376	USES	T1082
S0376	USES	T1043
S0376	USES	T1112
S0376	USES	T1083
S0376	USES	T1047
S0376	USES	T1090
S0376	USES	T1041
S0376	USES	T1065
S0376	USES	T1001
S0376	USES	T1012
S0376	USES	T1055
S0376	USES	T1089
S0376	USES	T1124
S0376	USES	T1008
S0376	USES	T1035
S0258	USES	T1105
S0258	USES	T1059
S0258	USES	T1071
S0258	USES	T1033
S0258	USES	T1140
S0258	USES	T1022
S0118	USES	T1105
S0118	USES	T1036
S0118	USES	T1043
S0118	USES	T1050
S0118	USES	T1032
S0079	USES	T1105
S0079	USES	T1057
S0079	USES	T1005
S0079	USES	T1082
S0079	USES	T1083
S0079	USES	T1041
S0079	USES	T1065
S0079	USES	T1032
S0079	USES	T1217
S0199	USES	T1105
S0199	USES	T1059
S0199	USES	T1082
S0199	USES	T1060
S0199	USES	T1113
S0199	USES	T1055
S0208	USES	T1105
S0208	USES	T1057
S0208	USES	T1005
S0208	USES	T1082
S0208	USES	T1043
S0208	USES	T1083
S0208	USES	T1107
S0208	USES	T1177
S0159	USES	T1059
S0159	USES	T1071
S0159	USES	T1060
S0159	USES	T1032
S0123	USES	T1035
S0030	USES	T1076
S0030	USES	T1057
S0030	USES	T1114
S0030	USES	T1003
S0030	USES	T1059
S0030	USES	T1071
S0030	USES	T1043
S0030	USES	T1060
S0030	USES	T1027
S0030	USES	T1107
S0030	USES	T1136
S0030	USES	T1056
S0030	USES	T1113
S0030	USES	T1219
S0030	USES	T1030
S0030	USES	T1012
S0030	USES	T1055
S0030	USES	T1032
S0030	USES	T1094
S0030	USES	T1024
S0254	USES	T1105
S0254	USES	T1057
S0254	USES	T1059
S0254	USES	T1016
S0254	USES	T1082
S0254	USES	T1060
S0254	USES	T1112
S0254	USES	T1088
S0254	USES	T1094
S0254	USES	T1024
S0081	USES	T1105
S0081	USES	T1057
S0081	USES	T1087
S0081	USES	T1007
S0081	USES	T1036
S0081	USES	T1016
S0081	USES	T1082
S0081	USES	T1071
S0081	USES	T1132
S0081	USES	T1085
S0081	USES	T1060
S0081	USES	T1027
S0081	USES	T1083
S0081	USES	T1107
S0081	USES	T1074
S0081	USES	T1050
S0081	USES	T1099
S0081	USES	T1055
S0081	USES	T1032
S0151	USES	T1057
S0151	USES	T1082
S0151	USES	T1086
S0151	USES	T1107
S0151	USES	T1047
S0151	USES	T1113
S0071	USES	T1059
S0071	USES	T1050
S0236	USES	T1077
S0236	USES	T1105
S0236	USES	T1057
S0236	USES	T1135
S0236	USES	T1087
S0236	USES	T1007
S0236	USES	T1036
S0236	USES	T1016
S0236	USES	T1049
S0236	USES	T1082
S0236	USES	T1085
S0236	USES	T1033
S0236	USES	T1140
S0236	USES	T1027
S0236	USES	T1083
S0236	USES	T1018
S0236	USES	T1050
S0236	USES	T1069
S0236	USES	T1009
S0236	USES	T1201
S0236	USES	T1008
S0182	USES	T1057
S0182	USES	T1036
S0182	USES	T1073
S0182	USES	T1082
S0182	USES	T1060
S0182	USES	T1140
S0182	USES	T1027
S0182	USES	T1083
S0182	USES	T1070
S0182	USES	T1088
S0182	USES	T1045
S0182	USES	T1050
S0182	USES	T1113
S0182	USES	T1134
S0182	USES	T1067
S0182	USES	T1038
S0182	USES	T1012
S0182	USES	T1055
S0182	USES	T1063
S0182	USES	T1179
S0182	USES	T1009
S0182	USES	T1497
S0054	USES	T1105
S0054	USES	T1071
S0054	USES	T1102
S0136	USES	T1091
S0136	USES	T1119
S0136	USES	T1036
S0136	USES	T1060
S0136	USES	T1027
S0136	USES	T1083
S0136	USES	T1107
S0136	USES	T1074
S0136	USES	T1092
S0136	USES	T1099
S0136	USES	T1120
S0136	USES	T1025
S0136	USES	T1020
S0136	USES	T1052
S0273	USES	T1057
S0273	USES	T1086
S0273	USES	T1090
S0273	USES	T1113
S0273	USES	T1055
S0002	USES	T1097
S0002	USES	T1075
S0002	USES	T1003
S0002	USES	T1098
S0002	USES	T1081
S0002	USES	T1207
S0002	USES	T1145
S0002	USES	T1101
S0002	USES	T1178
S0154	USES	T1078
S0154	USES	T1028
S0154	USES	T1077
S0154	USES	T1021
S0154	USES	T1076
S0154	USES	T1075
S0154	USES	T1175
S0154	USES	T1057
S0154	USES	T1135
S0154	USES	T1003
S0154	USES	T1059
S0154	USES	T1005
S0154	USES	T1064
S0154	USES	T1071
S0154	USES	T1043
S0154	USES	T1086
S0154	USES	T1088
S0154	USES	T1047
S0154	USES	T1090
S0154	USES	T1018
S0154	USES	T1056
S0154	USES	T1050
S0154	USES	T1066
S0154	USES	T1099
S0154	USES	T1113
S0154	USES	T1134
S0154	USES	T1068
S0154	USES	T1055
S0154	USES	T1046
S0154	USES	T1197
S0154	USES	T1094
S0154	USES	T1093
S0154	USES	T1026
S0154	USES	T1035
S0154	USES	T1106
S0154	USES	T1185
S0154	USES	T1029
S0154	USES	T122
S0193	USES	T1005
S0193	USES	T1083
S0193	USES	T1202
S0243	USES	T1064
S0243	USES	T1071
S0243	USES	T1203
S0147	USES	T1105
S0147	USES	T1059
S0147	USES	T1071
S0147	USES	T1085
S0147	USES	T1060
S0147	USES	T1083
S0147	USES	T1107
S0147	USES	T1053
S0147	USES	T1074
S0147	USES	T1041
S0147	USES	T1113
S0203	USES	T1105
S0203	USES	T1057
S0203	USES	T1007
S0203	USES	T1005
S0203	USES	T1016
S0203	USES	T1082
S0203	USES	T1112
S0203	USES	T1027
S0203	USES	T1083
S0203	USES	T1107
S0203	USES	T1070
S0203	USES	T1050
S0203	USES	T1113
S0203	USES	T1134
S0203	USES	T1048
S0203	USES	T1012
S0203	USES	T1024
S0203	USES	T1035
S0203	USES	T1129
S0093	USES	T1057
S0093	USES	T1114
S0093	USES	T1003
S0093	USES	T1016
S0093	USES	T1082
S0093	USES	T1060
S0093	USES	T1033
S0093	USES	T1083
S0093	USES	T1107
S0093	USES	T1001
S0093	USES	T1055
S0093	USES	T1022
S0089	USES	T1077
S0089	USES	T1057
S0089	USES	T1016
S0089	USES	T1049
S0089	USES	T1082
S0089	USES	T1071
S0089	USES	T1060
S0089	USES	T1083
S0089	USES	T1070
S0089	USES	T1088
S0089	USES	T1047
S0089	USES	T1023
S0089	USES	T1056
S0089	USES	T1081
S0089	USES	T1050
S0089	USES	T1113
S0089	USES	T1120
S0089	USES	T1055
S0089	USES	T1046
S0089	USES	T1008
S0089	USES	T1485
S0089	USES	T1044
S0035	USES	T1060
S0035	USES	T1083
S0035	USES	T1023
S0035	USES	T1074
S0035	USES	T1022
S0035	USES	T1052
S0096	USES	T1082
admin@338	USES	S0042
Molerats	USES	S0062
Dragonfly	USES	S0094
Axiom	USES	S0009
RTM	USES	S0148
APT1	USES	S0017
Turla	USES	S0256
Lazarus Group	USES	S0366
Deep Panda	USES	S0142
Deep Panda	USES	S0080
SilverTerrier	USES	S0331
Naikon	USES	S0060
Threat Group-3390	USES	S0072
OilRig	USES	S0185
APT29	USES	S0150
APT39	USES	S0073
Threat Group-3390	USES	S0073
Night Dragon	USES	S0073
APT12	USES	S0003
Carbanak	USES	S0108
APT32	USES	S0108
Lazarus Group	USES	S0108
Naikon	USES	S0108
Dragonfly 2.0	USES	S0108
Elderwood	USES	S0205
Elderwood	USES	S0210
APT1	USES	S0026
OilRig	USES	S0360
APT3	USES	S0165
Sowbug	USES	S0188
OilRig	USES	S0170
Lazarus Group	USES	S0246
Ke3chang	USES	S0280
APT37	USES	S0218
Honeybee	USES	S0106
menuPass	USES	S0106
APT18	USES	S0106
Orangeworm	USES	S0106
BRONZE BUTLER	USES	S0106
PittyTiger	USES	S0010
Orangeworm	USES	S0103
APT37	USES	S0240
APT28	USES	S0044
APT29	USES	S0046
Lazarus Group	USES	S0180
Dust Storm	USES	S0085
Sowbug	USES	S0171
Leviathan	USES	S0233
Charming Kitten	USES	S0186
APT37	USES	S0216
APT37	USES	S0217
Naikon	USES	S0055
APT28	USES	S0135
Lazarus Group	USES	S0364
Night Dragon	USES	S0350
Dark Caracal	USES	S0234
PLATINUM	USES	S0201
APT32	USES	S0354
Turla	USES	S0265
Lazarus Group	USES	S0245
APT32	USES	S0155
Lotus Blossom	USES	S0082
APT28	USES	S0250
Patchwork	USES	S0128
APT33	USES	S0140
APT32	USES	S0156
APT28	USES	S0160
Rancor	USES	S0160
menuPass	USES	S0160
OilRig	USES	S0160
menuPass	USES	S0153
APT32	USES	S0158
Putter Panda	USES	S0067
Thrip	USES	S0261
menuPass	USES	S0144
OilRig	USES	S0264
OilRig	USES	S0269
APT33	USES	S0358
APT3	USES	S0063
Threat Group-3390	USES	S0070
APT18	USES	S0070
APT29	USES	S0139
Patchwork	USES	S0131
APT12	USES	S0015
FIN5	USES	S0169
Cleaver	USES	S0056
Turla	USES	S0102
APT1	USES	S0039
Deep Panda	USES	S0039
APT32	USES	S0039
menuPass	USES	S0039
Threat Group-1314	USES	S0039
Threat Group-3390	USES	S0039
Naikon	USES	S0039
Leviathan	USES	S0039
Turla	USES	S0039
Orangeworm	USES	S0039
APT38	USES	S0039
OilRig	USES	S0039
FIN8	USES	S0039
Dragonfly 2.0	USES	S0039
APT33	USES	S0039
admin@338	USES	S0039
Ke3chang	USES	S0039
BRONZE BUTLER	USES	S0039
APT39	USES	S0005
Threat Group-3390	USES	S0005
FIN6	USES	S0005
Leviathan	USES	S0005
FIN5	USES	S0005
BRONZE BUTLER	USES	S0005
APT28	USES	S0161
TA459	USES	S0230
Patchwork	USES	S0129
APT33	USES	S0129
Turla	USES	S0335
APT29	USES	S0037
MuddyWater	USES	S0349
OilRig	USES	S0349
APT33	USES	S0349
APT3	USES	S0349
Leafminer	USES	S0349
Turla	USES	S0104
Orangeworm	USES	S0104
OilRig	USES	S0104
admin@338	USES	S0104
Ke3chang	USES	S0104
APT19	USES	S0363
FIN10	USES	S0363
CopyKittens	USES	S0363
Turla	USES	S0363
APT33	USES	S0363
APT17	USES	S0069
Leviathan	USES	S0069
APT28	USES	S0174
Naikon	USES	S0059
Lazarus Group	USES	S0181
Cleaver	USES	S0004
APT28	USES	S0191
APT32	USES	S0352
APT33	USES	S0378
Gorgon Group	USES	S0332
FIN8	USES	S0105
Cobalt Group	USES	S0195
FIN5	USES	S0195
APT29	USES	S0195
Scarlet Mimic	USES	S0076
MuddyWater	USES	S0223
APT29	USES	S0048
CopyKittens	USES	S0164
Leviathan	USES	S0232
APT1	USES	S0025
Gorgon Group	USES	S0336
SilverTerrier	USES	S0336
APT33	USES	S0336
Deep Panda	USES	S0097
menuPass	USES	S0097
Naikon	USES	S0097
Ke3chang	USES	S0097
PLATINUM	USES	S0200
FIN7	USES	S0146
APT37	USES	S0214
Dust Storm	USES	S0083
menuPass	USES	S0013
Threat Group-3390	USES	S0013
DragonOK	USES	S0013
APT3	USES	S0013
TA459	USES	S0013
Leviathan	USES	S0190
Turla	USES	S0168
APT1	USES	S0012
menuPass	USES	S0012
Molerats	USES	S0012
PittyTiger	USES	S0012
Moafee	USES	S0012
Tropic Trooper	USES	S0012
Elderwood	USES	S0012
DragonOK	USES	S0012
admin@338	USES	S0012
BRONZE BUTLER	USES	S0187
Turla	USES	S0091
Patchwork	USES	S0130
OilRig	USES	S0189
Leviathan	USES	S0110
Night Dragon	USES	S0110
BRONZE BUTLER	USES	S0110
menuPass	USES	S0275
Ke3chang	USES	S0227
APT28	USES	S0162
APT29	USES	S0183
Elderwood	USES	S0211
APT28	USES	S0351
Carbanak	USES	S0029
APT1	USES	S0029
APT39	USES	S0029
Cleaver	USES	S0029
menuPass	USES	S0029
Stolen Pencil	USES	S0029
Threat Group-1314	USES	S0029
Cobalt Group	USES	S0029
TEMP.Veles	USES	S0029
Naikon	USES	S0029
Magic Hound	USES	S0029
FIN6	USES	S0029
Thrip	USES	S0029
FIN5	USES	S0029
OilRig	USES	S0029
Dragonfly 2.0	USES	S0029
Night Dragon	USES	S0029
APT29	USES	S0029
Leafminer	USES	S0029
APT29	USES	S0049
FIN5	USES	S0173
Lazarus Group	USES	S0238
Lazarus Group	USES	S0271
menuPass	USES	S0357
Dragonfly 2.0	USES	S0357
Leviathan	USES	S0229
Scarlet Mimic	USES	S0077
DarkHydrus	USES	S0270
PittyTiger	USES	S0032
APT18	USES	S0032
TA459	USES	S0032
Lazarus Group	USES	S0241
APT3	USES	S0166
APT37	USES	S0213
admin@338	USES	S0043
PLATINUM	USES	S0202
Lazarus Group	USES	S0347
APT32	USES	S0099
Turla	USES	S0099
Orangeworm	USES	S0099
APT30	USES	S0036
APT37	USES	S0219
Naikon	USES	S0061
Elderwood	USES	S0206
APT32	USES	S0157
NEODYMIUM	USES	S0176
Deep Panda	USES	S0074
TA459	USES	S0033
APT29	USES	S0051
menuPass	USES	S0194
Patchwork	USES	S0194
APT33	USES	S0194
APT29	USES	S0053
Turla	USES	S0022
APT30	USES	S0034
Strider	USES	S0125
APT28	USES	S0023
Lazarus Group	USES	S0239
Leviathan	USES	S0228
FIN8	USES	S0196
Lazarus Group	USES	S0263
APT29	USES	S0052
APT28	USES	S0117
APT1	USES	S0006
menuPass	USES	S0006
FIN5	USES	S0006
Turla	USES	S0126
Naikon	USES	S0058
APT39	USES	S0375
APT30	USES	S0031
APT1	USES	S0057
Honeybee	USES	S0057
Deep Panda	USES	S0057
Naikon	USES	S0057
Turla	USES	S0057
OilRig	USES	S0057
Ke3chang	USES	S0057
APT28	USES	S0138
Putter Panda	USES	S0066
APT29	USES	S0175
Magic Hound	USES	S0224
Dark Caracal	USES	S0235
APT37	USES	S0215
Putter Panda	USES	S0068
APT18	USES	S0124
Naikon	USES	S0095
OilRig	USES	S0095
APT33	USES	S0095
Elderwood	USES	S0207
Dust Storm	USES	S0086
APT1	USES	S0345
FIN8	USES	S0197
Magic Hound	USES	S0225
APT28	USES	S0045
menuPass	USES	S0262
Gorgon Group	USES	S0262
Patchwork	USES	S0262
APT28	USES	S0314
APT3	USES	S0111
BRONZE BUTLER	USES	S0111
Patchwork	USES	S0272
APT1	USES	S0119
FIN7	USES	S0145
PROMETHIUM	USES	S0178
APT37	USES	S0355
Deep Panda	USES	S0021
Leviathan	USES	S0021
Axiom	USES	S0021
SilverTerrier	USES	S0334
APT38	USES	S0334
APT33	USES	S0371
Scarlet Mimic	USES	S0078
FIN6	USES	S0372
APT1	USES	S0100
APT32	USES	S0100
Threat Group-3390	USES	S0100
Orangeworm	USES	S0100
OilRig	USES	S0100
admin@338	USES	S0100
Ke3chang	USES	S0100
APT28	USES	S0137
APT29	USES	S0050
Elderwood	USES	S0204
Cobalt Group	USES	S0284
Dust Storm	USES	S0084
APT30	USES	S0028
APT1	USES	S0122
Rancor	USES	S0255
SilverTerrier	USES	S0198
APT33	USES	S0198
menuPass	USES	S0152
OilRig	USES	S0184
Magic Hound	USES	S0192
APT33	USES	S0192
APT1	USES	S0008
Threat Group-3390	USES	S0008
PittyTiger	USES	S0008
Night Dragon	USES	S0008
BRONZE BUTLER	USES	S0008
APT1	USES	S0109
Winnti Group	USES	S0141
APT1	USES	S0121
Threat Group-3390	USES	S0020
Leviathan	USES	S0020
Honeybee	USES	S0075
Rancor	USES	S0075
Turla	USES	S0075
OilRig	USES	S0075
Dragonfly 2.0	USES	S0075
Putter Panda	USES	S0065
APT37	USES	S0212
APT28	USES	S0251
APT37	USES	S0247
APT16	USES	S0064
Lazarus Group	USES	S0376
OilRig	USES	S0258
Suckfly	USES	S0118
Scarlet Mimic	USES	S0079
APT33	USES	S0199
Elderwood	USES	S0208
menuPass	USES	S0159
APT1	USES	S0123
Carbanak	USES	S0030
FIN7	USES	S0030
Rancor	USES	S0254
Lotus Blossom	USES	S0081
FIN7	USES	S0151
APT18	USES	S0071
Orangeworm	USES	S0236
Dark Caracal	USES	S0182
APT29	USES	S0054
APT28	USES	S0136
Patchwork	USES	S0273
Carbanak	USES	S0002
APT1	USES	S0002
APT28	USES	S0002
APT32	USES	S0002
APT39	USES	S0002
Lazarus Group	USES	S0002
Cleaver	USES	S0002
menuPass	USES	S0002
Stolen Pencil	USES	S0002
MuddyWater	USES	S0002
Cobalt Group	USES	S0002
Threat Group-3390	USES	S0002
TEMP.Veles	USES	S0002
PittyTiger	USES	S0002
Magic Hound	USES	S0002
Thrip	USES	S0002
Turla	USES	S0002
APT38	USES	S0002
OilRig	USES	S0002
APT33	USES	S0002
DarkHydrus	USES	S0002
APT29	USES	S0002
Ke3chang	USES	S0002
Leafminer	USES	S0002
BRONZE BUTLER	USES	S0002
APT19	USES	S0154
APT32	USES	S0154
CopyKittens	USES	S0154
Cobalt Group	USES	S0154
FIN6	USES	S0154
Leviathan	USES	S0154
DarkHydrus	USES	S0154
APT29	USES	S0154
APT28	USES	S0193
APT28	USES	S0243
Gamaredon Group	USES	S0147
Elderwood	USES	S0203
Axiom	USES	S0203
Dragonfly	USES	S0093
Sandworm Team	USES	S0089
APT30	USES	S0035
Honeybee	USES	S0096
Naikon	USES	S0096
Turla	USES	S0096
Orangeworm	USES	S0096
OilRig	USES	S0096
admin@338	USES	S0096
Ke3chang	USES	S0096
